batch_id,timestamp,granulation_time,binder_amount,drying_temp,drying_time,compression_force,machine_speed,energy_consumption,yield_pct,quality_pct,performance_score
BATCH_1911,2026-08-22 18:13:30,42.19,10.46,63.58,79.37,26.63,39.13,376.88,85.05,90.53,61.78
BATCH_1912,2026-08-22 22:13:30,42.49,7.28,52.69,95.19,24.14,52.58,363.24,91.1,80.38,60.6
BATCH_1913,2026-08-23 02:13:30,55.77,7.0,67.58,58.1,20.79,44.06,314.94,98.7,80.0,65.13
BATCH_1914,2026-08-23 06:13:30,39.05,2.4,66.86,45.02,13.64,37.65,227.13,78.06,76.59,58.49
BATCH_1915,2026-08-23 10:13:30,42.79,4.91,78.49,73.16,21.06,31.06,341.55,90.63,74.24,58.69
BATCH_1916,2026-08-23 14:13:30,46.08,4.42,58.24,73.25,25.31,47.98,317.2,87.87,99.9,68.68
BATCH_1917,2026-08-23 18:13:30,41.87,4.76,66.69,85.97,18.12,21.27,376.81,85.95,87.53,60.94
BATCH_1918,2026-08-23 22:13:30,35.54,5.66,60.98,93.99,26.76,46.46,430.06,87.48,86.37,59.28
BATCH_1919,2026-08-24 02:13:30,41.94,5.06,72.96,73.81,26.46,29.01,351.17,85.98,83.35,60.15
BATCH_1920,2026-08-24 06:13:30,50.74,2.04,52.81,112.11,28.32,52.52,444.25,79.9,71.4,49.78
BATCH_1921,2026-08-24 10:13:30,29.73,7.5,67.45,79.48,21.53,41.61,345.13,95.6,90.51,67.07
BATCH_1922,2026-08-24 14:13:30,41.33,3.85,58.05,68.07,22.94,46.44,309.96,93.09,89.5,66.85
BATCH_1923,2026-08-24 18:13:30,33.0,6.48,59.36,42.77,27.07,40.82,221.08,85.49,79.73,62.92
BATCH_1924,2026-08-24 22:13:30,51.95,10.15,60.92,69.75,22.24,22.48,533.93,93.25,95.67,61.78
BATCH_1925,2026-08-25 02:13:30,24.77,4.16,62.52,68.27,17.49,31.39,249.92,82.18,93.42,66.09
BATCH_1926,2026-08-25 06:13:30,34.41,1.0,58.84,94.21,17.76,46.72,361.04,80.34,85.94,58.59
BATCH_1927,2026-08-25 10:13:30,43.77,5.43,62.15,84.25,21.19,41.67,337.36,93.04,87.83,65.24
BATCH_1928,2026-08-25 14:13:30,55.66,8.2,75.78,51.41,13.55,51.81,520.97,84.4,66.36,46.95
BATCH_1929,2026-08-25 18:13:30,39.34,9.92,69.85,78.45,19.28,44.03,345.47,91.14,81.11,61.51
BATCH_1930,2026-08-25 22:13:30,34.45,3.54,68.69,88.43,25.48,30.33,371.05,91.09,83.7,61.66
BATCH_1931,2026-08-26 02:13:30,58.81,6.99,55.44,105.56,9.04,32.04,358.02,81.72,79.89,56.83
BATCH_1932,2026-08-26 06:13:30,25.52,5.07,51.11,92.75,27.67,41.03,344.31,86.6,81.83,60.02
BATCH_1933,2026-08-26 10:13:30,18.01,5.79,69.55,90.22,25.61,16.86,357.15,89.52,79.04,59.64
BATCH_1934,2026-08-26 14:13:30,44.4,11.29,68.76,76.2,17.7,56.73,377.71,79.94,87.54,58.51
BATCH_1935,2026-08-26 18:13:30,34.98,2.99,74.73,82.77,22.72,44.42,414.66,90.25,77.75,57.46
BATCH_1936,2026-08-26 22:13:30,29.79,6.51,53.96,99.99,20.02,52.27,390.06,96.68,77.64,60.82
BATCH_1937,2026-08-27 02:13:30,47.08,6.94,57.7,48.34,26.15,24.19,206.74,95.97,80.45,67.89
BATCH_1938,2026-08-27 06:13:30,42.44,8.17,43.61,68.01,24.91,52.45,267.58,89.85,78.88,62.75
BATCH_1939,2026-08-27 10:13:30,34.36,6.2,56.08,59.55,13.0,62.31,229.43,78.74,87.76,63.15
BATCH_1940,2026-08-27 14:13:30,27.2,6.62,69.97,82.58,22.94,26.79,345.22,92.03,81.61,62.07
BATCH_1941,2026-08-27 18:13:30,48.72,5.22,55.34,99.6,18.97,47.71,386.83,87.76,82.04,59.12
BATCH_1942,2026-08-27 22:13:30,46.5,6.54,66.4,63.06,20.41,40.01,317.47,92.78,86.94,65.45
BATCH_1943,2026-08-28 02:13:30,39.01,5.31,58.09,27.19,16.36,24.56,145.04,81.07,70.77,60.16
BATCH_1944,2026-08-28 06:13:30,58.47,7.24,63.24,66.76,28.74,44.93,316.71,86.41,93.57,65.58
BATCH_1945,2026-08-28 10:13:30,29.3,5.26,48.52,93.27,25.2,48.34,354.63,87.78,76.7,58.09
BATCH_1946,2026-08-28 14:13:30,24.74,6.75,60.85,85.75,16.3,33.99,684.54,89.92,91.94,53.84
BATCH_1947,2026-08-28 18:13:30,33.08,5.94,30.09,83.56,13.33,51.66,210.8,86.96,59.97,55.96
BATCH_1948,2026-08-28 22:13:30,39.54,8.25,58.13,69.4,18.07,23.33,249.7,91.65,92.39,69.48
BATCH_1949,2026-08-29 02:13:30,42.43,5.9,43.7,49.42,22.17,25.05,184.16,95.56,67.78,63.43
BATCH_1950,2026-08-29 06:13:30,37.59,2.45,72.06,85.31,21.2,41.37,376.32,87.53,76.56,57.2
BATCH_1951,2026-08-29 10:13:30,43.52,8.52,67.77,58.31,26.27,40.25,321.52,82.77,81.58,59.17
BATCH_1952,2026-08-29 14:13:30,27.48,4.19,64.67,118.68,23.95,32.83,438.42,89.21,70.22,53.22
BATCH_1953,2026-08-29 18:13:30,54.44,4.69,75.21,86.41,24.85,48.1,437.74,85.58,73.55,53.13
BATCH_1954,2026-08-29 22:13:30,39.18,4.81,50.51,63.39,21.63,45.31,243.12,94.37,83.06,67.06
BATCH_1955,2026-08-30 02:13:30,51.17,8.75,77.47,62.77,13.05,48.58,293.16,82.02,76.02,57.6
BATCH_1956,2026-08-30 06:13:30,43.43,1.73,69.32,73.14,19.02,38.77,335.64,86.98,86.16,62.2
BATCH_1957,2026-08-30 10:13:30,44.57,12.28,57.63,70.21,25.3,46.03,344.86,84.73,93.62,63.97
BATCH_1958,2026-08-30 14:13:30,45.7,8.11,71.36,97.34,19.74,35.54,466.27,90.81,73.09,54.07
BATCH_1959,2026-08-30 18:13:30,44.48,6.45,48.94,78.73,22.52,60.54,325.38,96.1,84.31,65.46
BATCH_1960,2026-08-30 22:13:30,46.43,5.89,51.75,60.37,18.41,31.87,243.11,87.56,82.65,64.17
BATCH_1961,2026-08-31 02:13:30,53.29,6.57,53.91,112.81,14.85,61.05,406.76,85.87,68.78,52.39
BATCH_1962,2026-08-31 06:13:30,41.97,7.04,54.71,75.99,19.38,40.35,488.38,95.05,95.1,63.82
BATCH_1963,2026-08-31 10:13:30,47.09,7.29,49.43,90.38,21.55,26.24,287.04,90.29,77.17,61.58
BATCH_1964,2026-08-31 14:13:30,39.1,7.11,72.23,62.84,16.72,53.68,321.22,90.14,79.39,61.25
BATCH_1965,2026-08-31 18:13:30,54.4,6.18,57.41,82.26,18.82,41.26,333.53,88.1,92.93,65.43
BATCH_1966,2026-08-31 22:13:30,33.24,5.61,63.53,81.22,15.3,48.51,325.31,86.37,92.29,64.76
BATCH_1967,2026-09-01 02:13:30,58.01,5.7,54.3,37.21,25.6,52.24,235.82,87.87,74.87,61.43
BATCH_1968,2026-09-01 06:13:30,39.6,5.61,41.79,115.31,18.53,43.38,324.17,87.23,55.86,50.57
BATCH_1969,2026-09-01 10:13:30,25.69,8.27,62.7,100.81,27.26,34.08,415.62,86.94,80.07,57.03
BATCH_1970,2026-09-01 14:13:30,41.28,7.19,40.88,67.06,27.64,49.76,251.74,96.22,71.14,62.74
BATCH_1971,2026-09-01 18:13:30,33.19,1.0,59.31,52.95,19.59,40.01,235.58,82.34,86.95,64.06
BATCH_1972,2026-09-01 22:13:30,48.41,7.31,46.32,81.95,14.96,46.86,298.74,83.12,81.08,59.88
BATCH_1973,2026-09-02 02:13:30,33.47,6.39,79.87,76.73,9.57,18.46,354.78,76.55,73.25,52.22
BATCH_1974,2026-09-02 06:13:30,35.54,5.96,69.11,82.11,12.64,44.47,366.73,80.55,80.19,56.18
BATCH_1975,2026-09-02 10:13:30,21.1,5.22,61.06,78.83,13.13,33.61,286.89,86.31,96.58,67.75
BATCH_1976,2026-09-02 14:13:30,35.48,8.25,72.64,85.12,26.89,56.53,453.34,90.33,79.53,56.89
BATCH_1977,2026-09-02 18:13:30,15.76,7.9,51.54,103.95,20.58,46.23,366.88,92.84,75.49,59.22
BATCH_1978,2026-09-02 22:13:30,24.16,4.45,65.43,86.36,21.95,42.4,691.92,91.6,87.78,52.59
BATCH_1979,2026-09-03 02:13:30,47.6,6.81,62.0,54.01,8.9,44.86,193.88,74.33,91.6,64.13
BATCH_1980,2026-09-03 06:13:30,47.86,4.06,62.64,102.25,14.01,30.02,358.09,80.56,81.4,56.97
BATCH_1981,2026-09-03 10:13:30,44.25,3.24,72.72,107.81,24.44,56.23,543.72,85.61,69.02,47.73
BATCH_1982,2026-09-03 14:13:30,30.33,4.75,67.32,138.04,21.43,59.91,578.43,92.59,61.91,46.5
BATCH_1983,2026-09-03 18:13:30,39.52,7.72,62.89,52.53,19.26,43.93,242.56,95.41,82.79,67.39
BATCH_1984,2026-09-03 22:13:30,39.96,7.91,43.45,79.86,22.82,55.9,276.74,99.9,78.88,66.46
BATCH_1985,2026-09-04 02:13:30,28.42,7.03,50.4,33.36,28.18,34.31,167.29,87.39,67.34,60.55
BATCH_1986,2026-09-04 06:13:30,55.03,7.45,58.77,86.06,18.89,32.03,307.8,91.92,89.06,66.28
BATCH_1987,2026-09-04 10:13:30,48.77,7.03,60.93,64.04,20.35,40.41,316.63,97.31,95.22,70.6
BATCH_1988,2026-09-04 14:13:30,37.79,4.72,48.7,113.47,20.96,44.35,369.22,96.74,69.27,58.21
BATCH_1989,2026-09-04 18:13:30,40.27,6.86,84.12,59.51,31.96,36.06,361.75,80.9,61.78,49.13
BATCH_1990,2026-09-04 22:13:30,42.08,7.6,75.16,41.22,9.5,45.38,219.26,78.85,61.61,53.08
BATCH_1991,2026-09-05 02:13:30,19.58,7.51,66.02,65.57,23.42,43.06,321.36,93.19,90.21,66.79
BATCH_1992,2026-09-05 06:13:30,37.53,8.38,60.72,35.49,19.43,30.02,187.35,85.79,77.57,63.32
BATCH_1993,2026-09-05 10:13:30,33.18,7.42,57.88,90.02,22.83,45.19,375.75,99.9,87.78,66.65
BATCH_1994,2026-09-05 14:13:30,29.98,6.7,50.48,33.7,16.71,48.64,155.61,91.57,71.04,64.11
BATCH_1995,2026-09-05 18:13:30,37.19,8.14,60.77,75.57,19.76,41.71,309.69,92.98,96.19,69.49
BATCH_1996,2026-09-05 22:13:30,57.98,5.95,62.58,33.44,23.56,51.53,242.27,89.19,73.38,61.14
BATCH_1997,2026-09-06 02:13:30,46.41,4.24,47.58,68.59,35.56,27.83,257.66,77.03,81.52,59.02
BATCH_1998,2026-09-06 06:13:30,34.29,5.67,63.34,107.87,24.04,44.68,444.62,86.48,76.05,54.25
BATCH_1999,2026-09-06 10:13:30,45.73,4.51,58.45,82.21,15.76,28.3,304.78,83.25,91.26,63.8
